company_id,company_size,employee_count,monthly_hiring_volume,industry,region
2249,Micro,29,2,Tech,US
2250,Micro,18,2,Tech,US
2251,Micro,22,2,Tech,US
2252,Micro,17,1,Tech,US
2253,Micro,24,2,Tech,US
2254,Micro,8,1,Tech,US
2255,Micro,6,1,Tech,US
2256,Micro,44,1,Tech,US
2257,Micro,29,2,Tech,US
2258,Micro,11,1,Tech,US
2259,Micro,1,1,Tech,US
2260,Micro,19,1,Tech,US
2261,Micro,27,2,Tech,US
2262,Micro,44,2,Tech,US
2263,Micro,36,2,Tech,US
2264,Micro,15,1,Tech,US
2265,Micro,13,1,Tech,US
2266,Micro,49,2,Tech,US
2267,Micro,48,2,Tech,US
2268,Micro,12,1,Tech,US
2269,Micro,37,1,Tech,US
2270,Micro,23,2,Tech,US
2271,Micro,29,1,Tech,US
2272,Micro,27,1,Tech,US
2273,Micro,10,1,Tech,US
2274,Micro,23,1,Tech,US
2275,Micro,21,1,Tech,US
2276,Micro,13,1,Tech,US
2277,Micro,33,2,Tech,US
2278,Micro,44,1,Tech,US
2279,Micro,17,2,Tech,US
2280,Micro,47,1,Tech,US
2281,Micro,30,1,Tech,US
2282,Micro,21,2,Tech,US
2283,Micro,19,1,Tech,US
2284,Micro,12,1,Tech,US
2285,Micro,42,1,Tech,US
2286,Micro,37,2,Tech,US
2287,Micro,48,1,Tech,US
2288,Micro,28,2,Tech,US
2289,Micro,41,1,Tech,US
2290,Micro,47,2,Tech,US
2291,Micro,18,2,Tech,US
2292,Micro,14,1,Tech,US
2293,Micro,44,1,Tech,US
2294,Micro,7,1,Tech,US
2295,Micro,13,2,Tech,US
2296,Micro,37,1,Tech,US
2297,Micro,36,1,Tech,US
2298,Micro,2,2,Tech,US
2299,Micro,9,1,Tech,US
2300,Micro,38,1,Tech,US
2301,Micro,22,1,Tech,US
2302,Micro,36,1,Tech,US
2303,Micro,23,1,Tech,US
2304,Micro,45,2,Tech,US
2305,Micro,9,2,Tech,US
2306,Micro,8,1,Tech,US
2307,Micro,36,2,Tech,US
2308,Micro,3,2,Tech,US
2309,Micro,6,2,Tech,US
2310,Micro,44,1,Tech,US
2311,Micro,28,2,Tech,US
2312,Micro,1,2,Tech,US
2313,Micro,21,2,Tech,US
2314,Micro,43,1,Tech,US
2315,Micro,13,1,Tech,US
2316,Micro,49,2,Tech,US
2317,Micro,10,1,Tech,US
2318,Micro,44,1,Tech,US
2319,Micro,10,2,Tech,US
2320,Micro,13,1,Tech,US
2321,Micro,38,2,Tech,US
2322,Micro,2,2,Tech,US
2323,Micro,17,2,Tech,US
2324,Micro,14,2,Tech,US
2325,Micro,35,1,Tech,US
2326,Micro,3,1,Tech,US
2327,Micro,38,1,Tech,US
2328,Micro,12,2,Tech,US
2329,Micro,24,1,Tech,US
2330,Micro,43,1,Tech,US
2331,Micro,36,2,Tech,US
2332,Micro,26,2,Tech,US
2333,Micro,1,2,Tech,US
2334,Micro,28,2,Tech,US
2335,Micro,47,1,Tech,US
2336,Micro,40,2,Tech,US
2337,Micro,12,1,Tech,US
2338,Micro,42,1,Tech,US
2339,Micro,47,2,Tech,US
2340,Micro,41,2,Tech,US
2341,Micro,37,2,Tech,US
2342,Micro,7,2,Tech,US
2343,Micro,32,1,Tech,US
2344,Micro,25,1,Tech,US
2345,Micro,7,2,Tech,US
2346,Micro,12,2,Tech,US
2347,Micro,16,1,Tech,US
2348,Micro,36,1,Tech,US
2349,Micro,7,2,Tech,US
2350,Micro,47,1,Tech,US
2351,Micro,9,2,Tech,US
2352,Micro,11,2,Tech,US
2353,Micro,33,1,Tech,US
2354,Micro,25,2,Tech,US
2355,Micro,8,1,Tech,US
2356,Micro,22,1,Tech,US
2357,Micro,4,2,Tech,US
2358,Micro,3,1,Tech,US
2359,Micro,41,1,Tech,US
2360,Micro,34,2,Tech,US
2361,Micro,28,1,Tech,US
2362,Micro,15,2,Tech,US
2363,Micro,23,2,Tech,US
2364,Micro,26,2,Tech,US
2365,Micro,26,2,Tech,US
2366,Micro,9,1,Tech,US
2367,Micro,5,2,Tech,US
2368,Micro,32,2,Tech,US
2369,Micro,11,1,Tech,US
2370,Micro,32,2,Tech,US
2371,Micro,22,1,Tech,US
2372,Micro,17,1,Tech,US
2373,Micro,26,2,Tech,US
2374,Micro,7,2,Tech,US
2375,Micro,26,1,Tech,US
2376,Micro,10,1,Tech,US
2377,Micro,45,1,Tech,US
2378,Micro,11,1,Tech,US
2379,Micro,8,2,Tech,US
2380,Micro,4,1,Tech,US
2381,Micro,31,2,Tech,US
2382,Micro,11,1,Tech,US
2383,Micro,1,1,Tech,US
2384,Micro,47,2,Tech,US
2385,Micro,38,2,Tech,US
2386,Micro,47,1,Tech,US
2387,Micro,41,2,Tech,US
2388,Micro,26,1,Tech,US
2389,Micro,5,2,Tech,US
2390,Micro,41,1,Tech,US
2391,Micro,33,2,Tech,US
2392,Micro,38,1,Tech,US
2393,Micro,34,1,Tech,US
2394,Micro,32,1,Tech,US
2395,Micro,21,2,Tech,US
2396,Micro,5,2,Tech,US
2397,Micro,38,2,Tech,US
2398,Micro,22,2,Tech,US
2399,Micro,18,2,Tech,US
2400,Micro,10,2,Tech,US
2401,Micro,13,1,Tech,US
2402,Micro,30,1,Tech,US
2403,Micro,30,2,Tech,US
2404,Micro,29,2,Tech,US
2405,Micro,44,1,Tech,US
2406,Micro,43,2,Tech,US
2407,Micro,33,1,Tech,US
2408,Micro,48,1,Tech,US
2409,Micro,13,2,Tech,US
2410,Micro,11,1,Tech,US
2411,Micro,28,2,Tech,US
2412,Micro,6,1,Tech,US
2413,Micro,16,2,Tech,US
2414,Micro,35,2,Tech,US
2415,Micro,48,2,Tech,US
2416,Micro,26,2,Tech,US
2417,Micro,12,1,Tech,US
2418,Micro,37,1,Tech,US
2419,Micro,18,1,Tech,US
2420,Micro,23,1,Tech,US
2421,Micro,38,2,Tech,US
2422,Micro,18,2,Tech,US
2423,Micro,6,2,Tech,US
2424,Micro,44,1,Tech,US
2425,Micro,29,1,Tech,US
2426,Micro,34,1,Tech,US
2427,Micro,43,1,Tech,US
2428,Micro,16,2,Tech,US
2429,Micro,34,1,Tech,US
2430,Micro,8,1,Tech,US
2431,Micro,42,2,Tech,US
2432,Micro,30,2,Tech,US
2433,Micro,36,1,Tech,US
2434,Micro,30,1,Tech,US
2435,Micro,43,1,Tech,US
2436,Micro,17,1,Tech,US
2437,Micro,20,2,Tech,US
2438,Micro,22,1,Tech,US
2439,Micro,22,2,Tech,US
2440,Micro,9,1,Tech,US
2441,Micro,10,2,Tech,US
2442,Micro,37,2,Tech,US
2443,Micro,28,2,Tech,US
2444,Micro,43,1,Tech,US
2445,Micro,24,2,Tech,US
2446,Micro,40,2,Tech,US
2447,Micro,8,2,Tech,US
2448,Micro,27,2,Tech,US
2449,Micro,37,1,Tech,US
2450,Micro,29,1,Tech,US
2451,Micro,44,1,Tech,US
2452,Micro,45,2,Tech,US
2453,Micro,36,1,Tech,US
2454,Micro,27,2,Tech,US
2455,Micro,1,2,Tech,US
2456,Micro,25,1,Tech,US
2457,Micro,7,1,Tech,US
2458,Micro,3,2,Tech,US
2459,Micro,20,1,Tech,US
2460,Micro,30,1,Tech,US
2461,Micro,35,1,Tech,US
2462,Micro,39,1,Tech,US
2463,Micro,26,2,Tech,US
2464,Micro,17,2,Tech,US
2465,Micro,45,2,Tech,US
2466,Micro,29,2,Tech,US
2467,Micro,27,2,Tech,US
2468,Micro,4,1,Tech,US
2469,Micro,1,2,Tech,US
2470,Micro,26,1,Tech,US
2471,Micro,20,2,Tech,US
2472,Micro,23,2,Tech,US
2473,Micro,11,1,Tech,US
2474,Micro,41,1,Tech,US
2475,Micro,1,1,Tech,US
2476,Micro,22,2,Tech,US
2477,Micro,45,1,Tech,US
2478,Micro,29,2,Tech,US
2479,Micro,5,2,Tech,US
2480,Micro,11,2,Tech,US
2481,Micro,21,1,Tech,US
2482,Micro,12,2,Tech,US
2483,Micro,19,1,Tech,US
2484,Micro,7,1,Tech,US
2485,Micro,7,2,Tech,US
2486,Micro,40,1,Tech,US
2487,Micro,21,2,Tech,US
2488,Micro,4,1,Tech,US
2489,Micro,42,2,Tech,US
2490,Micro,15,2,Tech,US
2491,Micro,45,1,Tech,US
2492,Micro,8,1,Tech,US
2493,Micro,48,1,Tech,US
2494,Micro,48,1,Tech,US
2495,Micro,46,2,Tech,US
2496,Micro,46,1,Tech,US
2497,Micro,27,2,Tech,US
2498,Micro,15,1,Tech,US
2499,Micro,37,1,Tech,US
2500,Micro,3,1,Tech,US
2501,Micro,24,1,Tech,US
2502,Micro,40,1,Tech,US
2503,Micro,36,2,Tech,US
2504,Micro,29,2,Tech,US
2505,Micro,24,2,Tech,US
2506,Micro,4,1,Tech,US
2507,Micro,34,1,Tech,US
2508,Micro,49,1,Tech,US
2509,Micro,23,1,Tech,US
2510,Micro,5,1,Tech,US
2511,Micro,41,1,Tech,US
2512,Micro,6,1,Tech,US
2513,Micro,10,2,Tech,US
2514,Micro,7,1,Tech,US
2515,Micro,38,1,Tech,US
2516,Micro,20,1,Tech,US
2517,Micro,22,1,Tech,US
2518,Micro,4,2,Tech,US
2519,Micro,12,2,Tech,US
2520,Micro,36,1,Tech,US
2521,Micro,41,1,Tech,US
2522,Micro,13,1,Tech,US
2523,Micro,30,2,Tech,US
2524,Micro,37,1,Tech,US
2525,Micro,48,1,Tech,US
2526,Micro,14,1,Tech,US
2527,Micro,48,1,Tech,US
2528,Micro,47,2,Tech,US
2529,Micro,36,1,Tech,US
2530,Micro,16,2,Tech,US
2531,Micro,22,1,Tech,US
2532,Micro,21,2,Tech,US
2533,Micro,49,2,Tech,US
2534,Micro,31,2,Tech,US
2535,Micro,10,2,Tech,US
2536,Micro,34,1,Tech,US
2537,Micro,9,1,Tech,US
2538,Micro,11,2,Tech,US
2539,Micro,10,2,Tech,US
2540,Micro,17,2,Tech,US
2541,Micro,48,2,Tech,US
2542,Micro,47,1,Tech,US
2543,Micro,21,1,Tech,US
2544,Micro,38,1,Tech,US
2545,Micro,1,1,Tech,US
2546,Micro,25,1,Tech,US
2547,Micro,36,1,Tech,US
2548,Micro,41,1,Tech,US
2549,Micro,24,2,Tech,US
2550,Micro,40,1,Tech,US
2551,Micro,32,1,Tech,US
2552,Micro,6,1,Tech,US
2553,Micro,47,1,Tech,US
2554,Micro,39,1,Tech,US
2555,Micro,17,2,Tech,US
2556,Micro,41,1,Tech,US
2557,Micro,9,1,Tech,US
2558,Micro,6,2,Tech,US
2559,Micro,20,2,Tech,US
2560,Micro,3,1,Tech,US
2561,Micro,49,2,Tech,US
2562,Micro,48,1,Tech,US
2563,Micro,45,1,Tech,US
2564,Micro,1,1,Tech,US
2565,Micro,3,2,Tech,US
2566,Micro,15,2,Tech,US
2567,Micro,32,2,Tech,US
2568,Micro,4,2,Tech,US
2569,Micro,49,1,Tech,US
2570,Micro,43,2,Tech,US
2571,Micro,35,2,Tech,US
2572,Micro,14,2,Tech,US
2573,Micro,33,2,Tech,US
2574,Micro,34,1,Tech,US
2575,Micro,4,2,Tech,US
2576,Micro,29,1,Tech,US
2577,Micro,6,1,Tech,US
2578,Micro,33,1,Tech,US
2579,Micro,40,1,Tech,US
2580,Micro,1,1,Tech,US
2581,Micro,27,2,Tech,US
2582,Micro,6,2,Tech,US
2583,Micro,13,2,Tech,US
2584,Micro,35,1,Tech,US
2585,Micro,12,2,Tech,US
2586,Micro,43,2,Tech,US
2587,Micro,25,2,Tech,US
2588,Micro,31,2,Tech,US
2589,Micro,44,1,Tech,US
2590,Micro,2,2,Tech,US
2591,Micro,22,1,Tech,US
2592,Micro,37,2,Tech,US
2593,Micro,7,2,Tech,US
2594,Micro,3,2,Tech,US
2595,Micro,16,1,Tech,US
2596,Micro,19,1,Tech,US
2597,Micro,18,2,Tech,US
2598,Micro,16,2,Tech,US
2599,Micro,33,1,Tech,US
2600,Micro,12,2,Tech,US
2601,Micro,11,1,Tech,US
2602,Micro,27,2,Tech,US
2603,Micro,17,2,Tech,US
2604,Micro,33,1,Tech,US
2605,Micro,28,2,Tech,US
2606,Micro,5,2,Tech,US
2607,Micro,33,2,Tech,US
2608,Micro,48,1,Tech,US
2609,Micro,19,2,Tech,US
2610,Micro,5,1,Tech,US
2611,Micro,2,2,Tech,US
2612,Micro,47,1,Tech,US
2613,Micro,4,1,Tech,US
2614,Micro,13,2,Tech,US
2615,Micro,7,1,Tech,US
2616,Micro,23,2,Tech,US
2617,Micro,23,1,Tech,US
2618,Micro,29,2,Tech,US
2619,Micro,20,1,Tech,US
2620,Micro,24,2,Tech,US
2621,Micro,10,1,Tech,US
2622,Micro,8,2,Tech,US
2623,Micro,29,2,Tech,US
2624,Micro,17,2,Tech,US
2625,Micro,6,2,Tech,US
2626,Micro,5,2,Tech,US
2627,Micro,41,1,Tech,US
2628,Micro,18,2,Tech,US
2629,Micro,20,1,Tech,US
2630,Micro,49,1,Tech,US
2631,Micro,49,2,Tech,US
2632,Micro,7,1,Tech,US
2633,Micro,3,2,Tech,US
2634,Micro,34,1,Tech,US
2635,Micro,35,2,Tech,US
2636,Micro,2,2,Tech,US
2637,Micro,24,2,Tech,US
2638,Micro,38,2,Tech,US
2639,Micro,26,1,Tech,US
2640,Micro,39,1,Tech,US
2641,Micro,29,1,Tech,US
2642,Micro,38,2,Tech,US
2643,Micro,27,1,Tech,US
2644,Micro,20,2,Tech,US
2645,Micro,19,2,Tech,US
2646,Micro,35,1,Tech,US
2647,Micro,2,2,Tech,US
2648,Micro,34,2,Tech,US
2649,Micro,3,2,Tech,US
2650,Micro,15,1,Tech,US
2651,Micro,10,1,Tech,US
2652,Micro,33,2,Tech,US
2653,Micro,48,2,Tech,US
2654,Micro,41,1,Tech,US
2655,Micro,36,1,Tech,US
2656,Micro,2,1,Tech,US
2657,Micro,4,1,Tech,US
2658,Micro,19,2,Tech,US
2659,Micro,25,2,Tech,US
2660,Micro,15,1,Tech,US
2661,Micro,22,1,Tech,US
2662,Micro,48,1,Tech,US
2663,Micro,22,2,Tech,US
2664,Micro,34,2,Tech,US
2665,Micro,25,1,Tech,US
2666,Micro,28,1,Tech,US
2667,Micro,49,1,Tech,US
2668,Micro,4,1,Tech,US
2669,Micro,49,1,Tech,US
2670,Micro,36,1,Tech,US
2671,Micro,1,2,Tech,US
2672,Micro,36,1,Tech,US
2673,Micro,45,2,Tech,US
2674,Micro,42,2,Tech,US
2675,Micro,32,2,Tech,US
2676,Micro,48,2,Tech,US
2677,Micro,17,2,Tech,US
2678,Micro,27,2,Tech,US
2679,Micro,35,2,Tech,US
2680,Micro,21,1,Tech,US
2681,Micro,25,2,Tech,US
2682,Micro,47,1,Tech,US
2683,Micro,4,1,Tech,US
2684,Micro,9,1,Tech,US
2685,Micro,26,1,Tech,US
2686,Micro,28,1,Tech,US
2687,Micro,43,1,Tech,US
2688,Micro,41,2,Tech,US
2689,Micro,20,1,Tech,US
2690,Micro,40,1,Tech,US
2691,Micro,49,1,Tech,US
2692,Micro,23,1,Tech,US
2693,Micro,32,2,Tech,US
2694,Micro,47,2,Tech,US
2695,Micro,33,1,Tech,US
2696,Micro,46,1,Tech,US
2697,Micro,43,2,Tech,US
2698,Micro,34,2,Tech,US
2699,Micro,11,1,Tech,US
2700,Micro,3,2,Tech,US
2701,Micro,33,1,Tech,US
2702,Micro,16,2,Tech,US
2703,Micro,30,2,Tech,US
2704,Micro,10,2,Tech,US
2705,Micro,38,1,Tech,US
2706,Micro,19,2,Tech,US
2707,Micro,13,2,Tech,US
2708,Micro,46,1,Tech,US
2709,Micro,10,2,Tech,US
2710,Micro,1,1,Tech,US
2711,Micro,27,2,Tech,US
2712,Micro,8,1,Tech,US
2713,Micro,46,2,Tech,US
2714,Micro,17,1,Tech,US
2715,Micro,6,1,Tech,US
2716,Micro,25,1,Tech,US
2717,Micro,49,2,Tech,US
2718,Micro,28,1,Tech,US
2719,Micro,37,1,Tech,US
2720,Micro,18,2,Tech,US
2721,Micro,21,2,Tech,US
2722,Micro,43,1,Tech,US
2723,Micro,38,2,Tech,US
2724,Micro,40,2,Tech,US
2725,Micro,43,1,Tech,US
2726,Micro,15,2,Tech,US
2727,Micro,18,2,Tech,US
2728,Micro,22,2,Tech,US
2729,Micro,11,2,Tech,US
2730,Micro,13,2,Tech,US
2731,Micro,22,2,Tech,US
2732,Micro,7,1,Tech,US
2733,Micro,43,2,Tech,US
2734,Micro,24,2,Tech,US
2735,Micro,28,1,Tech,US
2736,Micro,1,1,Tech,US
2737,Micro,3,2,Tech,US
2738,Micro,38,2,Tech,US
2739,Micro,1,2,Tech,US
2740,Micro,38,1,Tech,US
2741,Micro,48,1,Tech,US
2742,Micro,5,1,Tech,US
2743,Micro,10,2,Tech,US
2744,Micro,21,2,Tech,US
2745,Micro,7,1,Tech,US
2746,Micro,45,1,Tech,US
2747,Micro,20,1,Tech,US
2748,Micro,35,2,Tech,US
2749,Micro,5,1,Tech,US
2750,Micro,4,2,Tech,US
2751,Micro,27,2,Tech,US
2752,Micro,42,1,Tech,US
2753,Micro,25,1,Tech,US
2754,Micro,24,1,Tech,US
2755,Micro,45,1,Tech,US
2756,Micro,46,2,Tech,US
2757,Micro,32,1,Tech,US
2758,Micro,36,2,Tech,US
2759,Micro,42,1,Tech,US
2760,Micro,42,2,Tech,US
2761,Micro,39,2,Tech,US
2762,Micro,33,1,Tech,US
2763,Micro,21,1,Tech,US
2764,Micro,9,2,Tech,US
2765,Micro,45,1,Tech,US
2766,Micro,39,2,Tech,US
2767,Micro,41,2,Tech,US
2768,Micro,5,2,Tech,US
2769,Micro,23,1,Tech,US
2770,Micro,12,1,Tech,US
2771,Micro,16,1,Tech,US
2772,Micro,30,1,Tech,US
2773,Micro,22,1,Tech,US
2774,Micro,29,1,Tech,US
2775,Micro,37,1,Tech,US
2776,Micro,13,2,Tech,US
2777,Micro,46,2,Tech,US
2778,Micro,47,2,Tech,US
2779,Micro,23,1,Tech,US
2780,Micro,17,1,Tech,US
2781,Micro,40,1,Tech,US
2782,Micro,2,1,Tech,US
2783,Micro,6,2,Tech,US
2784,Micro,18,2,Tech,US
2785,Micro,22,2,Tech,US
2786,Micro,33,2,Tech,US
2787,Micro,17,2,Tech,US
2788,Micro,43,2,Tech,US
2789,Micro,42,1,Tech,US
2790,Micro,14,2,Tech,US
2791,Micro,10,1,Tech,US
2792,Micro,36,2,Tech,US
2793,Micro,9,2,Tech,US
2794,Micro,28,1,Tech,US
2795,Micro,14,1,Tech,US
2796,Micro,47,2,Tech,US
2797,Micro,19,2,Tech,US
2798,Micro,15,2,Tech,US
2799,Micro,28,2,Tech,US
2800,Micro,8,1,Tech,US
2801,Micro,9,1,Tech,US
2802,Micro,33,2,Tech,US
2803,Micro,33,1,Tech,US
2804,Micro,3,2,Tech,US
2805,Micro,40,1,Tech,US
2806,Micro,42,1,Tech,US
2807,Micro,29,2,Tech,US
2808,Micro,34,1,Tech,US
2809,Micro,13,2,Tech,US
2810,Micro,1,2,Tech,US
2811,Micro,29,2,Tech,US
2812,Micro,47,1,Tech,US
2813,Micro,48,1,Tech,US
2814,Micro,29,1,Tech,US
2815,Micro,24,2,Tech,US
2816,Micro,17,1,Tech,US
2817,Micro,13,1,Tech,US
2818,Micro,26,1,Tech,US
2819,Micro,3,1,Tech,US
2820,Micro,49,1,Tech,US
2821,Micro,1,1,Tech,US
2822,Micro,17,1,Tech,US
2823,Micro,25,1,Tech,US
2824,Micro,3,1,Tech,US
2825,Micro,29,1,Tech,US
2826,Micro,43,2,Tech,US
2827,Micro,26,2,Tech,US
2828,Micro,16,1,Tech,US
2829,Micro,28,1,Tech,US
2830,Micro,1,1,Tech,US
2831,Micro,22,2,Tech,US
2832,Micro,41,1,Tech,US
2833,Micro,44,1,Tech,US
2834,Micro,41,1,Tech,US
2835,Micro,14,1,Tech,US
2836,Micro,19,1,Tech,US
2837,Micro,2,1,Tech,US
2838,Micro,45,1,Tech,US
2839,Micro,3,1,Tech,US
2840,Micro,46,2,Tech,US
2841,Micro,40,2,Tech,US
2842,Micro,48,2,Tech,US
2843,Micro,32,2,Tech,US
2844,Micro,22,2,Tech,US
2845,Micro,12,1,Tech,US
2846,Micro,40,2,Tech,US
2847,Micro,15,2,Tech,US
2848,Micro,49,1,Tech,US
2849,Micro,18,2,Tech,US
2850,Micro,13,1,Tech,US
2851,Micro,15,2,Tech,US
2852,Micro,29,1,Tech,US
2853,Micro,42,1,Tech,US
2854,Micro,3,1,Tech,US
2855,Micro,3,2,Tech,US
2856,Micro,14,2,Tech,US
2857,Micro,40,1,Tech,US
2858,Micro,4,1,Tech,US
2859,Micro,11,2,Tech,US
2860,Micro,31,1,Tech,US
2861,Micro,32,1,Tech,US
2862,Micro,30,1,Tech,US
2863,Micro,2,2,Tech,US
2864,Micro,49,1,Tech,US
2865,Micro,28,1,Tech,US
2866,Micro,34,1,Tech,US
2867,Micro,15,2,Tech,US
2868,Micro,25,2,Tech,US
2869,Micro,8,1,Tech,US
2870,Micro,37,2,Tech,US
2871,Micro,45,2,Tech,US
2872,Micro,39,2,Tech,US
2873,Micro,17,1,Tech,US
2874,Micro,37,1,Tech,US
2875,Micro,44,1,Tech,US
2876,Micro,7,2,Tech,US
2877,Micro,9,1,Tech,US
2878,Micro,28,2,Tech,US
2879,Micro,29,2,Tech,US
2880,Micro,17,2,Tech,US
2881,Micro,23,1,Tech,US
2882,Micro,3,1,Tech,US
2883,Micro,26,2,Tech,US
2884,Micro,42,1,Tech,US
2885,Micro,22,2,Tech,US
2886,Micro,42,2,Tech,US
2887,Micro,42,1,Tech,US
2888,Micro,13,1,Tech,US
2889,Micro,16,2,Tech,US
2890,Micro,40,1,Tech,US
2891,Micro,40,1,Tech,US
2892,Micro,2,2,Tech,US
2893,Micro,30,2,Tech,US
2894,Micro,10,2,Tech,US
2895,Micro,11,1,Tech,US
2896,Micro,16,1,Tech,US
2897,Micro,26,2,Tech,US
2898,Micro,12,1,Tech,US
2899,Micro,26,1,Tech,US
2900,Micro,18,2,Tech,US
2901,Micro,32,1,Tech,US
2902,Micro,38,1,Tech,US
2903,Micro,47,1,Tech,US
2904,Micro,38,1,Tech,US
2905,Micro,30,1,Tech,US
2906,Micro,1,2,Tech,US
2907,Micro,45,2,Tech,US
2908,Micro,28,1,Tech,US
2909,Micro,46,1,Tech,US
2910,Micro,27,2,Tech,US
2911,Micro,7,2,Tech,US
2912,Micro,10,1,Tech,US
2913,Micro,15,1,Tech,US
2914,Micro,4,2,Tech,US
2915,Micro,23,1,Tech,US
2916,Micro,6,2,Tech,US
2917,Micro,20,2,Tech,US
2918,Micro,37,2,Tech,US
2919,Micro,12,1,Tech,US
2920,Micro,28,2,Tech,US
2921,Micro,1,1,Tech,US
2922,Micro,22,2,Tech,US
2923,Micro,21,2,Tech,US
2924,Micro,35,1,Tech,US
2925,Micro,5,2,Tech,US
2926,Micro,46,2,Tech,US
2927,Micro,48,2,Tech,US
2928,Micro,25,2,Tech,US
2929,Micro,46,1,Tech,US
2930,Micro,40,1,Tech,US
2931,Micro,29,1,Tech,US
2932,Micro,40,1,Tech,US
2933,Micro,38,2,Tech,US
2934,Micro,2,2,Tech,US
2935,Micro,11,1,Tech,US
2936,Micro,38,2,Tech,US
2937,Micro,27,2,Tech,US
2938,Micro,12,1,Tech,US
2939,Micro,31,1,Tech,US
2940,Micro,32,1,Tech,US
2941,Micro,10,1,Tech,US
2942,Micro,45,1,Tech,US
2943,Micro,35,1,Tech,US
2944,Micro,15,2,Tech,US
2945,Micro,13,1,Tech,US
2946,Micro,35,2,Tech,US
2947,Micro,11,1,Tech,US
2948,Micro,21,1,Tech,US
2949,Micro,11,2,Tech,US
2950,Micro,48,1,Tech,US
2951,Micro,35,2,Tech,US
2952,Micro,38,1,Tech,US
2953,Micro,14,2,Tech,US
2954,Micro,49,2,Tech,US
2955,Micro,36,2,Tech,US
2956,Micro,15,2,Tech,US
2957,Micro,43,2,Tech,US
2958,Micro,35,1,Tech,US
2959,Micro,16,1,Tech,US
2960,Micro,21,1,Tech,US
2961,Micro,10,1,Tech,US
2962,Micro,25,2,Tech,US
2963,Micro,29,1,Tech,US
2964,Micro,19,1,Tech,US
2965,Micro,2,2,Tech,US
2966,Micro,43,1,Tech,US
2967,Micro,20,2,Tech,US
2968,Micro,19,1,Tech,US
2969,Micro,24,1,Tech,US
2970,Micro,46,2,Tech,US
2971,Micro,28,1,Tech,US
2972,Micro,5,1,Tech,US
2973,Micro,21,2,Tech,US
2974,Micro,4,2,Tech,US
2975,Micro,49,2,Tech,US
2976,Micro,20,2,Tech,US
2977,Micro,25,2,Tech,US
2978,Micro,11,2,Tech,US
2979,Micro,11,1,Tech,US
2980,Micro,18,1,Tech,US
2981,Micro,18,2,Tech,US
2982,Micro,23,1,Tech,US
2983,Micro,21,2,Tech,US
2984,Micro,5,1,Tech,US
2985,Micro,41,1,Tech,US
2986,Micro,25,1,Tech,US
2987,Micro,10,2,Tech,US
2988,Micro,19,1,Tech,US
2989,Micro,7,2,Tech,US
2990,Micro,1,1,Tech,US
2991,Micro,40,2,Tech,US
2992,Micro,22,2,Tech,US
2993,Micro,47,1,Tech,US
2994,Micro,29,2,Tech,US
2995,Micro,14,2,Tech,US
2996,Micro,20,2,Tech,US
2997,Micro,48,1,Tech,US
2998,Micro,43,1,Tech,US
2999,Micro,12,2,Tech,US
3000,Micro,20,2,Tech,US
3001,SMB,215,5,Tech,US
3002,SMB,205,4,Tech,US
3003,SMB,143,7,Tech,US
3004,SMB,371,7,Tech,US
3005,SMB,482,4,Tech,US
3006,SMB,341,4,Tech,US
3007,SMB,124,6,Tech,US
3008,SMB,473,5,Tech,US
3009,SMB,199,6,Tech,US
3010,SMB,57,7,Tech,US
3011,SMB,345,4,Tech,US
3012,SMB,463,3,Tech,US
3013,SMB,177,6,Tech,US
3014,SMB,165,5,Tech,US
3015,SMB,56,7,Tech,US
3016,SMB,492,5,Tech,US
3017,SMB,230,3,Tech,US
3018,SMB,468,5,Tech,US
3019,SMB,261,7,Tech,US
3020,SMB,283,3,Tech,US
3021,SMB,288,3,Tech,US
3022,SMB,313,7,Tech,US
3023,SMB,271,6,Tech,US
3024,SMB,429,7,Tech,US
3025,SMB,168,6,Tech,US
3026,SMB,482,3,Tech,US
3027,SMB,113,4,Tech,US
3028,SMB,399,7,Tech,US
3029,SMB,452,5,Tech,US
3030,SMB,147,4,Tech,US
3031,SMB,120,6,Tech,US
3032,SMB,107,4,Tech,US
3033,SMB,300,6,Tech,US
3034,SMB,99,4,Tech,US
3035,SMB,465,6,Tech,US
3036,SMB,320,7,Tech,US
3037,SMB,133,5,Tech,US
3038,SMB,342,3,Tech,US
3039,SMB,345,6,Tech,US
3040,SMB,105,5,Tech,US
3041,SMB,159,7,Tech,US
3042,SMB,399,6,Tech,US
3043,SMB,187,6,Tech,US
3044,SMB,98,6,Tech,US
3045,SMB,174,7,Tech,US
3046,SMB,85,7,Tech,US
3047,SMB,331,6,Tech,US
3048,SMB,272,4,Tech,US
3049,SMB,497,4,Tech,US
3050,SMB,80,5,Tech,US
3051,SMB,351,7,Tech,US
3052,SMB,241,4,Tech,US
3053,SMB,473,5,Tech,US
3054,SMB,477,6,Tech,US
3055,SMB,495,3,Tech,US
3056,SMB,114,4,Tech,US
3057,SMB,362,4,Tech,US
3058,SMB,230,4,Tech,US
3059,SMB,314,7,Tech,US
3060,SMB,138,4,Tech,US
3061,SMB,420,6,Tech,US
3062,SMB,473,3,Tech,US
3063,SMB,448,4,Tech,US
3064,SMB,320,7,Tech,US
3065,SMB,386,3,Tech,US
3066,SMB,89,6,Tech,US
3067,SMB,267,5,Tech,US
3068,SMB,131,7,Tech,US
3069,SMB,257,3,Tech,US
